A2M	HALLMARK_IL6_JAK_STAT3_SIGNALING, HALLMARK_COAGULATION
ADAR	HALLMARK_INTERFERON_ALPHA_RESPONSE, HALLMARK_INTERFERON_GAMMA_RESPONSE
ADCY1	HALLMARK_ESTROGEN_RESPONSE_EARLY
ADCY2	HALLMARK_PI3K_AKT_MTOR_SIGNALING
ADCY6	HALLMARK_DNA_REPAIR, HALLMARK_ADIPOGENESIS
ADCY9	HALLMARK_ESTROGEN_RESPONSE_EARLY, HALLMARK_MYOGENESIS
ADCYAP1	HALLMARK_SPERMATOGENESIS
ADD1	HALLMARK_APOPTOSIS, HALLMARK_HEME_METABOLISM
ADD2	HALLMARK_HEME_METABOLISM
ADD3	HALLMARK_ESTROGEN_RESPONSE_EARLY, HALLMARK_ESTROGEN_RESPONSE_LATE, HALLMARK_MTORC1_SIGNALING, HALLMARK_UV_RESPONSE_DN
ADGRA2	HALLMARK_KRAS_SIGNALING_UP
ADGRE1	HALLMARK_INFLAMMATORY_RESPONSE
ADGRG1	HALLMARK_HEDGEHOG_SIGNALING
ADGRL2	HALLMARK_UV_RESPONSE_DN
ADGRL4	HALLMARK_KRAS_SIGNALING_UP
ADH1C	HALLMARK_XENOBIOTIC_METABOLISM, HALLMARK_FATTY_ACID_METABOLISM
ADH4	HALLMARK_CHOLESTEROL_HOMEOSTASIS
ADH5	HALLMARK_XENOBIOTIC_METABOLISM
ADH7	HALLMARK_XENOBIOTIC_METABOLISM, HALLMARK_FATTY_ACID_METABOLISM
ADIG	HALLMARK_ADIPOGENESIS
ADIPOQ	HALLMARK_ADIPOGENESIS
ADIPOR1	HALLMARK_HEME_METABOLISM
ADIPOR2	HALLMARK_ADIPOGENESIS, HALLMARK_APICAL_SURFACE, HALLMARK_MTORC1_SIGNALING, HALLMARK_FATTY_ACID_METABOLISM
ADM	HALLMARK_HYPOXIA, HALLMARK_INFLAMMATORY_RESPONSE
ADORA2B	HALLMARK_HYPOXIA, HALLMARK_INFLAMMATORY_RESPONSE, HALLMARK_GLYCOLYSIS, HALLMARK_UV_RESPONSE_DN
ADRA1B	HALLMARK_APICAL_JUNCTION
ADRA2B	HALLMARK_COMPLEMENT
ADRA2C	HALLMARK_KRAS_SIGNALING_DN
ADRM1	HALLMARK_DNA_REPAIR, HALLMARK_ANDROGEN_RESPONSE, HALLMARK_INFLAMMATORY_RESPONSE
ADSL	HALLMARK_FATTY_ACID_METABOLISM
AEBP1	HALLMARK_MYOGENESIS
AEN	HALLMARK_P53_PATHWAY
AFAP1L2	HALLMARK_APICAL_SURFACE
AFF1	HALLMARK_ESTROGEN_RESPONSE_EARLY, HALLMARK_ESTROGEN_RESPONSE_LATE
AFG3L2	HALLMARK_OXIDATIVE_PHOSPHORYLATION
AGER	HALLMARK_IL2_STAT5_SIGNALING
AGFG1	HALLMARK_SPERMATOGENESIS
AGGF1	HALLMARK_UV_RESPONSE_DN
AGL	HALLMARK_MYOGENESIS, HALLMARK_GLYCOLYSIS
AGO2	HALLMARK_UV_RESPONSE_UP
AGO4	HALLMARK_DNA_REPAIR
AGPAT3	HALLMARK_ADIPOGENESIS
AGPAT4	HALLMARK_HEME_METABOLISM
AGR2	HALLMARK_ESTROGEN_RESPONSE_LATE
AGRN	HALLMARK_MYOGENESIS, HALLMARK_GLYCOLYSIS
AGXT	HALLMARK_BILE_ACID_METABOLISM
AHCY	HALLMARK_XENOBIOTIC_METABOLISM, HALLMARK_IL2_STAT5_SIGNALING
AHNAK	HALLMARK_IL2_STAT5_SIGNALING
AHR	HALLMARK_INFLAMMATORY_RESPONSE, HALLMARK_IL2_STAT5_SIGNALING
AHSP	HALLMARK_HEME_METABOLISM
AIFM1	HALLMARK_ADIPOGENESIS, HALLMARK_OXIDATIVE_PHOSPHORYLATION
AIFM3	HALLMARK_APOPTOSIS
AIMP2	HALLMARK_MYC_TARGETS_V1, HALLMARK_MYC_TARGETS_V2
AK1	HALLMARK_DNA_REPAIR, HALLMARK_MYOGENESIS, HALLMARK_P53_PATHWAY
AK2	HALLMARK_ADIPOGENESIS, HALLMARK_E2F_TARGETS
AK3	HALLMARK_DNA_REPAIR, HALLMARK_GLYCOLYSIS
AK4	HALLMARK_HYPOXIA, HALLMARK_MTORC1_SIGNALING, HALLMARK_GLYCOLYSIS
AKAP1	HALLMARK_ESTROGEN_RESPONSE_EARLY
AKAP10	HALLMARK_COMPLEMENT
AKAP12	HALLMARK_HYPOXIA, HALLMARK_ANDROGEN_RESPONSE, HALLMARK_KRAS_SIGNALING_UP
AKAP13	HALLMARK_MITOTIC_SPINDLE
AKAP2	HALLMARK_IL2_STAT5_SIGNALING
AKAP4	HALLMARK_SPERMATOGENESIS
AKAP7	HALLMARK_APICAL_SURFACE
AKR1A1	HALLMARK_GLYCOLYSIS
AKR1B10	HALLMARK_KRAS_SIGNALING_DN
AKR1C2	HALLMARK_XENOBIOTIC_METABOLISM
AKR1C3	HALLMARK_XENOBIOTIC_METABOLISM
AKR1D1	HALLMARK_BILE_ACID_METABOLISM
AKT1	HALLMARK_ANDROGEN_RESPONSE, HALLMARK_PI3K_AKT_MTOR_SIGNALING, HALLMARK_ALLOGRAFT_REJECTION
AKT1S1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
AKT2	HALLMARK_MYOGENESIS, HALLMARK_APICAL_JUNCTION, HALLMARK_KRAS_SIGNALING_UP
AKT3	HALLMARK_APICAL_JUNCTION, HALLMARK_UV_RESPONSE_DN, HALLMARK_PANCREAS_BETA_CELLS
AL162171.1	HALLMARK_ANDROGEN_RESPONSE, HALLMARK_UV_RESPONSE_DN
ALAD	HALLMARK_FATTY_ACID_METABOLISM, HALLMARK_HEME_METABOLISM
ALAS1	HALLMARK_XENOBIOTIC_METABOLISM, HALLMARK_OXIDATIVE_PHOSPHORYLATION, HALLMARK_UV_RESPONSE_UP
ALAS2	HALLMARK_HEME_METABOLISM
ALB	HALLMARK_PEROXISOME
ALCAM	HALLMARK_CHOLESTEROL_HOMEOSTASIS, HALLMARK_IL2_STAT5_SIGNALING
ALDH18A1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
ALDH1A1	HALLMARK_FATTY_ACID_METABOLISM, HALLMARK_BILE_ACID_METABOLISM, HALLMARK_PEROXISOME
ALDH1A2	HALLMARK_KRAS_SIGNALING_UP
ALDH1A3	HALLMARK_ANDROGEN_RESPONSE, HALLMARK_KRAS_SIGNALING_UP
ALDH1L1	HALLMARK_HEME_METABOLISM
ALDH2	HALLMARK_ADIPOGENESIS, HALLMARK_XENOBIOTIC_METABOLISM
ALDH3A1	HALLMARK_XENOBIOTIC_METABOLISM, HALLMARK_FATTY_ACID_METABOLISM
ALDH3A2	HALLMARK_ESTROGEN_RESPONSE_LATE, HALLMARK_FATTY_ACID_METABOLISM
ALDH3B1	HALLMARK_ESTROGEN_RESPONSE_EARLY, HALLMARK_ESTROGEN_RESPONSE_LATE
ALDH6A1	HALLMARK_OXIDATIVE_PHOSPHORYLATION, HALLMARK_HEME_METABOLISM
ALDH7A1	HALLMARK_GLYCOLYSIS
ALDH8A1	HALLMARK_BILE_ACID_METABOLISM
ALDH9A1	HALLMARK_XENOBIOTIC_METABOLISM, HALLMARK_FATTY_ACID_METABOLISM, HALLMARK_GLYCOLYSIS, HALLMARK_BILE_ACID_METABOLISM, HALLMARK_PEROXISOME
ALDOA	HALLMARK_HYPOXIA, HALLMARK_ADIPOGENESIS, HALLMARK_MTORC1_SIGNALING, HALLMARK_FATTY_ACID_METABOLISM, HALLMARK_GLYCOLYSIS, HALLMARK_UV_RESPONSE_UP
ALDOB	HALLMARK_HYPOXIA, HALLMARK_GLYCOLYSIS
ALDOC	HALLMARK_HYPOXIA, HALLMARK_CHOLESTEROL_HOMEOSTASIS
ALG1	HALLMARK_GLYCOLYSIS
ALMS1	HALLMARK_MITOTIC_SPINDLE
ALOX12B	HALLMARK_KRAS_SIGNALING_DN
ALOX15	HALLMARK_SPERMATOGENESIS
ALOX15B	HALLMARK_APICAL_JUNCTION, HALLMARK_P53_PATHWAY
ALS2	HALLMARK_MITOTIC_SPINDLE
ALYREF	HALLMARK_DNA_REPAIR
AMACR	HALLMARK_IL2_STAT5_SIGNALING, HALLMARK_BILE_ACID_METABOLISM
AMBN	HALLMARK_KRAS_SIGNALING_DN
AMD1	HALLMARK_G2M_CHECKPOINT, HALLMARK_UV_RESPONSE_UP
AMFR	HALLMARK_ESTROGEN_RESPONSE_EARLY, HALLMARK_ESTROGEN_RESPONSE_LATE
AMH	HALLMARK_APICAL_JUNCTION
AMIGO1	HALLMARK_APICAL_JUNCTION
AMIGO2	HALLMARK_APICAL_JUNCTION
AMMECR1	HALLMARK_KRAS_SIGNALING_UP
AMOT	HALLMARK_HEDGEHOG_SIGNALING
AMPD3	HALLMARK_HYPOXIA
AMPH	HALLMARK_UV_RESPONSE_DN
ANG	HALLMARK_COMPLEMENT, HALLMARK_GLYCOLYSIS, HALLMARK_COAGULATION
ANGPT1	HALLMARK_ADIPOGENESIS
ANGPTL3	HALLMARK_XENOBIOTIC_METABOLISM
ANGPTL4	HALLMARK_HYPOXIA, HALLMARK_ADIPOGENESIS, HALLMARK_GLYCOLYSIS, HALLMARK_KRAS_SIGNALING_UP
ANK1	HALLMARK_HEME_METABOLISM
ANKH	HALLMARK_APOPTOSIS, HALLMARK_ANDROGEN_RESPONSE, HALLMARK_KRAS_SIGNALING_UP
ANKRA2	HALLMARK_P53_PATHWAY
ANKRD2	HALLMARK_MYOGENESIS
ANKZF1	HALLMARK_HYPOXIA, HALLMARK_GLYCOLYSIS
ANLN	HALLMARK_MITOTIC_SPINDLE
ANO1	HALLMARK_KRAS_SIGNALING_UP
ANP32E	HALLMARK_PROTEIN_SECRETION, HALLMARK_E2F_TARGETS
ANPEP	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ANTXR2	HALLMARK_CHOLESTEROL_HOMEOSTASIS
ANXA1	HALLMARK_APOPTOSIS, HALLMARK_COAGULATION
ANXA10	HALLMARK_KRAS_SIGNALING_UP
ANXA13	HALLMARK_CHOLESTEROL_HOMEOSTASIS
ANXA2	HALLMARK_HYPOXIA, HALLMARK_UV_RESPONSE_DN
ANXA4	HALLMARK_UV_RESPONSE_DN, HALLMARK_IL2_STAT5_SIGNALING
ANXA5	HALLMARK_CHOLESTEROL_HOMEOSTASIS, HALLMARK_COMPLEMENT
ANXA9	HALLMARK_ESTROGEN_RESPONSE_EARLY, HALLMARK_ESTROGEN_RESPONSE_LATE
AOC3	HALLMARK_FATTY_ACID_METABOLISM
AOX1	HALLMARK_XENOBIOTIC_METABOLISM
AP1G1	HALLMARK_PROTEIN_SECRETION
AP2B1	HALLMARK_PROTEIN_SECRETION
AP2M1	HALLMARK_PROTEIN_SECRETION, HALLMARK_PI3K_AKT_MTOR_SIGNALING
AP2S1	HALLMARK_PROTEIN_SECRETION, HALLMARK_UV_RESPONSE_UP
AP3B1	HALLMARK_PROTEIN_SECRETION
AP3S1	HALLMARK_PROTEIN_SECRETION, HALLMARK_MYC_TARGETS_V1
AP4B1	HALLMARK_XENOBIOTIC_METABOLISM
APAF1	HALLMARK_P53_PATHWAY
APBB1	HALLMARK_ALLOGRAFT_REJECTION
APBB2	HALLMARK_UV_RESPONSE_DN
APC	HALLMARK_MITOTIC_SPINDLE, HALLMARK_TGF_BETA_SIGNALING
APEX1	HALLMARK_MYC_TARGETS_V1, HALLMARK_FATTY_ACID_METABOLISM
APH1A	HALLMARK_NOTCH_SIGNALING
APLNR	HALLMARK_MYOGENESIS, HALLMARK_INFLAMMATORY_RESPONSE
APLP1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION, HALLMARK_IL2_STAT5_SIGNALING
APLP2	HALLMARK_ADIPOGENESIS
APOA1	HALLMARK_COAGULATION, HALLMARK_BILE_ACID_METABOLISM
APOA4	HALLMARK_COMPLEMENT
APOBEC3F	HALLMARK_COMPLEMENT
APOBEC3G	HALLMARK_COMPLEMENT
APOC1	HALLMARK_COMPLEMENT, HALLMARK_COAGULATION
APOC2	HALLMARK_COAGULATION
APOC3	HALLMARK_COAGULATION
APOD	HALLMARK_MYOGENESIS, HALLMARK_KRAS_SIGNALING_UP
APOE	HALLMARK_ADIPOGENESIS, HALLMARK_XENOBIOTIC_METABOLISM
APOH	HALLMARK_ANGIOGENESIS
APOL6	HALLMARK_INTERFERON_GAMMA_RESPONSE
APOM	HALLMARK_UV_RESPONSE_UP
APP	HALLMARK_APOPTOSIS, HALLMARK_MYOGENESIS, HALLMARK_APICAL_SURFACE, HALLMARK_P53_PATHWAY, HALLMARK_ANGIOGENESIS
APPBP2	HALLMARK_ANDROGEN_RESPONSE
APRT	HALLMARK_DNA_REPAIR
AQP3	HALLMARK_ESTROGEN_RESPONSE_EARLY, HALLMARK_UV_RESPONSE_UP, HALLMARK_HEME_METABOLISM
AQP7	HALLMARK_FATTY_ACID_METABOLISM
AQP9	HALLMARK_INFLAMMATORY_RESPONSE, HALLMARK_XENOBIOTIC_METABOLISM, HALLMARK_BILE_ACID_METABOLISM
AR	HALLMARK_ESTROGEN_RESPONSE_EARLY, HALLMARK_BILE_ACID_METABOLISM
ARAF	HALLMARK_ADIPOGENESIS
ARAP3	HALLMARK_MITOTIC_SPINDLE
ARCN1	HALLMARK_PROTEIN_SECRETION
AREG	HALLMARK_TNFA_SIGNALING_VIA_NFKB, HALLMARK_ESTROGEN_RESPONSE_EARLY, HALLMARK_ESTROGEN_RESPONSE_LATE, HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ARF1	HALLMARK_PROTEIN_SECRETION, HALLMARK_PI3K_AKT_MTOR_SIGNALING
ARF4	HALLMARK_COAGULATION
ARF6	HALLMARK_MITOTIC_SPINDLE
ARFGAP1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
ARFGAP3	HALLMARK_PROTEIN_SECRETION
ARFGEF1	HALLMARK_MITOTIC_SPINDLE, HALLMARK_PROTEIN_SECRETION
ARFGEF2	HALLMARK_PROTEIN_SECRETION
ARFIP1	HALLMARK_PROTEIN_SECRETION
ARFIP2	HALLMARK_MITOTIC_SPINDLE
ARG1	HALLMARK_XENOBIOTIC_METABOLISM, HALLMARK_KRAS_SIGNALING_UP
ARG2	HALLMARK_XENOBIOTIC_METABOLISM
ARHGAP10	HALLMARK_MITOTIC_SPINDLE
ARHGAP27	HALLMARK_MITOTIC_SPINDLE
ARHGAP29	HALLMARK_MITOTIC_SPINDLE
ARHGAP4	HALLMARK_MITOTIC_SPINDLE
ARHGAP5	HALLMARK_MITOTIC_SPINDLE
ARHGDIA	HALLMARK_MITOTIC_SPINDLE, HALLMARK_PI3K_AKT_MTOR_SIGNALING
ARHGDIG	HALLMARK_KRAS_SIGNALING_DN
ARHGEF11	HALLMARK_MITOTIC_SPINDLE
ARHGEF12	HALLMARK_MITOTIC_SPINDLE, HALLMARK_HEME_METABOLISM
ARHGEF2	HALLMARK_MITOTIC_SPINDLE
ARHGEF3	HALLMARK_MITOTIC_SPINDLE
ARHGEF6	HALLMARK_APICAL_JUNCTION
ARHGEF7	HALLMARK_MITOTIC_SPINDLE
ARHGEF9	HALLMARK_UV_RESPONSE_DN
ARID4A	HALLMARK_G2M_CHECKPOINT
ARID4B	HALLMARK_TGF_BETA_SIGNALING
ARID5B	HALLMARK_ANDROGEN_RESPONSE, HALLMARK_INTERFERON_GAMMA_RESPONSE
ARL2BP	HALLMARK_HEME_METABOLISM
ARL3	HALLMARK_ESTROGEN_RESPONSE_EARLY, HALLMARK_ESTROGEN_RESPONSE_LATE
ARL4A	HALLMARK_ADIPOGENESIS, HALLMARK_INTERFERON_GAMMA_RESPONSE, HALLMARK_IL2_STAT5_SIGNALING, HALLMARK_SPERMATOGENESIS
ARL6IP1	HALLMARK_DNA_REPAIR
ARL8A	HALLMARK_MITOTIC_SPINDLE
ARPC2	HALLMARK_APICAL_JUNCTION
ARPC3	HALLMARK_PI3K_AKT_MTOR_SIGNALING
ARPC5L	HALLMARK_MTORC1_SIGNALING
ARPP19	HALLMARK_XENOBIOTIC_METABOLISM, HALLMARK_GLYCOLYSIS
ARPP21	HALLMARK_KRAS_SIGNALING_DN
ARRB1	HALLMARK_NOTCH_SIGNALING
ARRB2	HALLMARK_UV_RESPONSE_UP
ART3	HALLMARK_SPERMATOGENESIS
ARTN	HALLMARK_GLYCOLYSIS
ASB13	HALLMARK_ESTROGEN_RESPONSE_EARLY
ASB7	HALLMARK_KRAS_SIGNALING_DN
ASCL1	HALLMARK_ESTROGEN_RESPONSE_LATE
ASF1A	HALLMARK_E2F_TARGETS
ASF1B	HALLMARK_E2F_TARGETS
ASL	HALLMARK_XENOBIOTIC_METABOLISM
ASNS	HALLMARK_UNFOLDED_PROTEIN_RESPONSE, HALLMARK_MTORC1_SIGNALING, HALLMARK_UV_RESPONSE_UP, HALLMARK_HEME_METABOLISM
ASS1	HALLMARK_ESTROGEN_RESPONSE_LATE
ATAD2	HALLMARK_E2F_TARGETS
ATF1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
ATF3	HALLMARK_TNFA_SIGNALING_VIA_NFKB, HALLMARK_HYPOXIA, HALLMARK_CHOLESTEROL_HOMEOSTASIS, HALLMARK_APOPTOSIS, HALLMARK_UNFOLDED_PROTEIN_RESPONSE, HALLMARK_P53_PATHWAY, HALLMARK_UV_RESPONSE_UP
ATF4	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
ATF5	HALLMARK_CHOLESTEROL_HOMEOSTASIS, HALLMARK_G2M_CHECKPOINT
